Meldedatum, value, difference, trend
2021-09-21, 72.1, -12.6326, -0.0507
2021-09-22, 69.5, -12.9017, -0.0518
2021-09-23, 67.4, -13.1348, -0.0528
2021-09-24, 66, -12.1256, -0.0487
2021-09-25, 65.4, -11.3976, -0.0458
2021-09-26, 64.6, -9.05, -0.0364
2021-09-27, 64.4, -9.3035, -0.0374
2021-09-28, 64.9, -8.1682, -0.0328
2021-09-29, 66.5, -3.9802, -0.016
2021-09-30, 67.6, -0.1141, -0.0005
2021-10-01, 68.1, 1.724, 0.0042
2021-10-02, 68.1, 3.8769, 0.0094
2021-10-03, 67.9, 2.75, 0.0066
2021-10-04, 67.9, 3.0035, 0.0073
2021-10-05, 67.7, 3.3326, 0.0081
2021-10-06, 67.2, 1.3432, 0.0032
2021-10-07, 66.9, -0.3917, -0.0016
2021-10-08, 67.7, -0.4709, -0.0019
2021-10-09, 68.7, -0.0901, -0.0004
2021-10-10, 69.7, 1.8946, 0.0046
2021-10-11, 69.7, 1.8345, 0.0044
2021-10-12, 70.4, 2.1685, 0.0052
2021-10-13, 70.9, 3.1068, 0.0075
2021-10-14, 72.1, 4.373, 0.0106
2021-10-15, 73.5, 4.8548, 0.0117
2021-10-16, 75.8, 6.4022, 0.0155
2021-10-17, 77.6, 6.6653, 0.0161
2021-10-18, 78.5, 7.8919, 0.0191
2021-10-19, 80.8, 9.3384, 0.0226
2021-10-20, 88.6, 14.9741, 0.0362
2021-10-21, 95.7, 18.5398, 0.0448
2021-10-22, 102.9, 26.4353, 0.0639
2021-10-23, 109.5, 29.1949, 0.0706
2021-10-24, 115.3, 33.4971, 0.081
2021-10-25, 117.4, 35.5827, 0.086
2021-10-26, 121.9, 37.8173, 0.0914
2021-10-27, 130.6, 37.5614, 0.0908
2021-10-28, 141.8, 44.5895, 0.1078
2021-10-29, 150.2, 43.9972, 0.1064
2021-10-30, 157.3, 45.0364, 0.1089
2021-10-31, 161.9, 43.0397, 0.1041
2021-11-01, 164.6, 44.6495, 0.108
2021-11-02, 164.1, 40.6381, 0.0983
2021-11-03, 161.8, 28.5546, 0.069
2021-11-04, 172.4, 24.2908, 0.0587
2021-11-05, 186.9, 30.7207, 0.0743
2021-11-06, 200.4, 38.603, 0.0933
2021-11-07, 208.4, 42.0654, 0.1017
2021-11-08, 213.7, 46.2846, 0.1119
2021-11-09, 229.1, 59.936, 0.1449
2021-11-10, 256.5, 85.4294, 0.2066
2021-11-11, 274.1, 94.4915, 0.2285
2021-11-12, 290.1, 93.695, 0.2266
2021-11-13, 304.9, 93.5604, 0.2262
2021-11-14, 317.2, 97.4025, 0.2355
2021-11-15, 325.8, 101.7887, 0.2461
2021-11-16, 338.2, 98.6699, 0.2386
2021-11-17, 357.1, 87.2543, 0.211
2021-11-18, 372, 87.7169, 0.2121
2021-11-19, 385.8, 76.8948, 0.1859
2021-11-20, 405.5, 84.7422, 0.2049
2021-11-21, 415.6, 83.6286, 0.2022
2021-11-22, 422.5, 83.4784, 0.2019
2021-11-23, 437, 87.3348, 0.2112
2021-11-24, 450.8, 84.9549, 0.2054
2021-11-25, 465.9, 82.7431, 0.2001
2021-11-26, 478.7, 97.4781, 0.2357
2021-11-27, 480.5, 81.9995, 0.1983
2021-11-28, 483.7, 73.9249, 0.1788
2021-11-29, 484.6, 65.8, 0.1591
2021-11-30, 481.8, 52.324, 0.1265
2021-12-01, 480.7, 38.3363, 0.0927
2021-12-02, 478.6, 19.4481, 0.047
2021-12-03, 474, 3.8228, 0.0092
2021-12-04, 472.1, -1.5678, -0.0063
2021-12-05, 469.2, -7.4498, -0.0299
2021-12-06, 466.2, -10.5266, -0.0423
2021-12-07, 464, -19.9634, -0.0802
2021-12-08, 458.9, -15.9016, -0.0639
2021-12-09, 450.7, -16.9083, -0.0679
2021-12-10, 438.3, -28.3311, -0.1138
2021-12-11, 424.6, -39.7155, -0.1595
2021-12-12, 415.1, -48.2549, -0.1938
2021-12-13, 406.1, -52.6568, -0.2115
2021-12-14, 393, -57.2269, -0.2299
2021-12-15, 382, -73.8589, -0.2967
2021-12-16, 364.2, -82.074, -0.3297
2021-12-17, 351.7, -81.8181, -0.3287
2021-12-18, 339.9, -81.0948, -0.3258
2021-12-19, 332.5, -75.4363, -0.303
2021-12-20, 328.6, -73.0347, -0.2934
2021-12-21, 323, -68.5055, -0.2752
2021-12-22, 308.7, -63.9162, -0.2568
2021-12-23, 294.8, -59.7306, -0.2399
2021-12-24, 280.1, -65.8901, -0.2647
2021-12-25, 256.8, -78.7677, -0.3164
2021-12-26, 235.1, -94.6561, -0.3802
2021-12-27, 232.9, -93.2961, -0.3748
2021-12-28, 229.9, -90.7227, -0.3644
2021-12-29, 224, -83.4724, -0.3353
2021-12-30, 224.9, -72.8509, -0.2927
2021-12-31, 232.6, -50.9412, -0.2046
2022-01-01, 241.1, -22.6377, -0.0909
2022-01-02, 245.7, 2.0868, 0.005
2022-01-03, 250.7, 9.742, 0.0236
2022-01-04, 264.5, 24.274, 0.0587
2022-01-05, 289.9, 53.1025, 0.1284
2022-01-06, 317.4, 78.4482, 0.1897
2022-01-07, 335.2, 88.493, 0.214
2022-01-08, 367.5, 115.5146, 0.2793
2022-01-09, 394.9, 139.8631, 0.3382
2022-01-10, 405.9, 143.1585, 0.3462
2022-01-11, 427.3, 147.904, 0.3576
2022-01-12, 453.2, 148.6704, 0.3595
2022-01-13, 482, 141.5799, 0.3424
2022-01-14, 515.4, 166.958, 0.4037
2022-01-15, 545.3, 161.0363, 0.3894
2022-01-16, 569.7, 152.8308, 0.3696
2022-01-17, 584, 152.3599, 0.3684
2022-01-18, 618.9, 165.1607, 0.3994
2022-01-19, 667.7, 176.8057, 0.4275
2022-01-20, 729.9, 210.9023, 0.51
2022-01-21, 802.6, 235.5043, 0.5695
2022-01-22, 878.7, 275.3026, 0.6657
2022-01-23, 925.5, 290.821, 0.7032
2022-01-24, 957.1, 311.7611, 0.7539
2022-01-25, 1025, 340.7554, 0.824
2022-01-26, 1105.2, 355.8244, 0.8604
2022-01-27, 1170.9, 378.2639, 0.9147
2022-01-28, 1236.4, 366.3834, 0.8859
2022-01-29, 1289, 354.6807, 0.8576
2022-01-30, 1323.3, 349.624, 0.8454
2022-01-31, 1338.8, 336.1709, 0.8129
2022-02-01, 1362.7, 311.5773, 0.7534
2022-02-02, 1407.6, 286.6317, 0.6931
2022-02-03, 1461.2, 265.5137, 0.642
2022-02-04, 1506.9, 276.1941, 0.6679
2022-02-05, 1533.2, 260.0186, 0.6287
2022-02-06, 1543.4, 243.7134, 0.5893
2022-02-07, 1553, 248.9694, 0.602
2022-02-08, 1575.9, 234.5468, 0.5672
2022-02-09, 1600.1, 223.0195, 0.5393
2022-02-10, 1609.7, 182.0197, 0.4401
2022-02-11, 1601.2, 122.5691, 0.2964
2022-02-12, 1597.4, 86.274, 0.2086
2022-02-13, 1584.2, 65.7255, 0.1589
2022-02-14, 1573.7, 33.765, 0.0816
2022-02-15, 1550.1, -3.4624, -0.0139
2022-02-16, 1523.5, -49.747, -0.1998
2022-02-17, 1502.5, -80.1854, -0.3221
2022-02-18, 1482.1, -100.4107, -0.4034
2022-02-19, 1448.7, -123.8306, -0.4974
2022-02-20, 1445.5, -120.1315, -0.4826
2022-02-21, 1433.6, -112.8751, -0.4534
2022-02-22, 1410.9, -130.5703, -0.5245
2022-02-23, 1398.9, -121.9984, -0.4901
2022-02-24, 1372.9, -120.045, -0.4822
2022-02-25, 1345.2, -112.093, -0.4503
2022-02-26, 1336.8, -96.9267, -0.3894
2022-02-27, 1323.7, -105.8878, -0.4254
2022-02-28, 1313.2, -108.5201, -0.4359
2022-03-01, 1300.2, -93.725, -0.3765
2022-03-02, 1270.5, -106.8225, -0.4291
2022-03-03, 1267.2, -90.7251, -0.3645
2022-03-04, 1294.5, -63.0164, -0.2531
2022-03-05, 1316.6, -32.4867, -0.1305
2022-03-06, 1333.1, -9.1966, -0.0369
2022-03-07, 1362.4, 20.9654, 0.0507
2022-03-08, 1407.2, 80.5326, 0.1947
2022-03-09, 1471.9, 146.9525, 0.3553
2022-03-10, 1539.1, 214.1641, 0.5179
2022-03-11, 1589, 242.3786, 0.5861
2022-03-12, 1647.3, 274.8641, 0.6646
2022-03-13, 1687.5, 295.4319, 0.7144
2022-03-14, 1698.5, 283.5622, 0.6857
2022-03-15, 1748.7, 291.4685, 0.7048
2022-03-16, 1793.3, 287.7502, 0.6958
2022-03-17, 1848.3, 262.616, 0.635
2022-03-18, 1897, 267.0371, 0.6457
2022-03-19, 1916.2, 238.7757, 0.5774
2022-03-20, 1900.9, 181.7098, 0.4394
2022-03-21, 1901.2, 170.9742, 0.4134
2022-03-22, 1936.9, 147.8391, 0.3575
2022-03-23, 1960.7, 127.0611, 0.3072
2022-03-24, 1961.3, 100.5249, 0.2431
2022-03-25, 1950.9, 50.0546, 0.121
2022-03-26, 1938.3, 23.3562, 0.0565
2022-03-27, 1932.4, 15.111, 0.0365
2022-03-28, 1908.9, -13.5204, -0.0543
2022-03-29, 1871.9, -30.0575, -0.1207
2022-03-30, 1835.3, -71.2074, -0.2861
2022-03-31, 1777.7, -126.8364, -0.5095
2022-04-01, 1712.6, -169.8305, -0.6822
2022-04-02, 1638.1, -226.6092, -0.9103
2022-04-03, 1583.9, -265.6291, -1.0671
2022-04-04, 1556.1, -275.7556, -1.1077
2022-04-05, 1494.1, -308.9415, -1.2411
2022-04-06, 1417.7, -340.4587, -1.3677
2022-04-07, 1332.3, -373.4295, -1.5001
2022-04-08, 1255.1, -404.841, -1.6263
2022-04-09, 1208, -389.295, -1.5639
2022-04-10, 1187.5, -359.6496, -1.4448
2022-04-11, 1182.9, -344.249, -1.3829
2022-04-12, 1164.9, -306.4979, -1.2312
2022-04-13, 1130.5, -277.2092, -1.1136
2022-04-14, 1094.3, -235.3397, -0.9454
2022-04-15, 1073.8, -179.5389, -0.7212
2022-04-16, 975.3, -265.0344, -1.0647
2022-04-17, 946.2, -263.4173, -1.0582
2022-04-18, 935.9, -270.9464, -1.0884
2022-04-19, 811.6, -416.9354, -1.6749
2022-04-20, 783.2, -356.0527, -1.4303
2022-04-21, 808, -294.7855, -1.1842
2022-04-22, 814, -267.7639, -1.0756
2022-04-23, 884.4, -54.7652, -0.22
2022-04-24, 887.5, -27.2703, -0.1095
2022-04-25, 878.8, -17.9451, -0.0721
2022-04-26, 977.3, 238.9859, 0.5779
2022-04-27, 954.3, 199.0963, 0.4814
2022-04-28, 877.7, 105.334, 0.2547
2022-04-29, 804.4, 25.0105, 0.0605
2022-04-30, 755, -104.26, -0.4188
2022-05-01, 730.5, -140.4205, -0.5641
2022-05-02, 717.1, -151.191, -0.6074
2022-05-03, 678.8, -276.6614, -1.1114
2022-05-04, 639.4, -295.4643, -1.1869
2022-05-05, 608.4, -259.0287, -1.0406
2022-05-06, 591.2, -205.0804, -0.8238
2022-05-07, 577.9, -173.1475, -0.6956
2022-05-08, 569.4, -152.301, -0.6118
2022-05-09, 566.4, -140.1154, -0.5629
2022-05-10, 563.9, -109.319, -0.4391
2022-05-11, 549.8, -84.5993, -0.3398
2022-05-12, 534.6, -64.2646, -0.2582
2022-05-13, 516.1, -67.3918, -0.2707
2022-05-14, 503.8, -66.9413, -0.2689
2022-05-15, 495.5, -61.4642, -0.2469
2022-05-16, 491.1, -60.0021, -0.241
2022-05-17, 468, -85.027, -0.3416
2022-05-18, 435.8, -99.6046, -0.4001
2022-05-19, 407.7, -119.1391, -0.4786
2022-05-20, 382.7, -123.8558, -0.4975
2022-05-21, 362.3, -134.9266, -0.542
2022-05-22, 354.7, -129.882, -0.5218
2022-05-23, 351.4, -127.0022, -0.5102
2022-05-24, 329.1, -130.2916, -0.5234
2022-05-25, 303.3, -125.5606, -0.5044
2022-05-26, 281.2, -120.4354, -0.4838
2022-05-27, 238.1, -150.3764, -0.6041
2022-05-28, 229.3, -132.4181, -0.5319
2022-05-29, 225.4, -126.0675, -0.5064
2022-05-30, 224.8, -122.9127, -0.4938
2022-05-31, 224.6, -105.4373, -0.4236
2022-06-01, 230.5, -74.7239, -0.3002
2022-06-02, 241.9, -41.1583, -0.1653
2022-06-03, 282.9, 50.0306, 0.121
2022-06-04, 291.1, 60.7938, 0.147
2022-06-05, 293.7, 61.3176, 0.1483
2022-06-06, 294.5, 64.7007, 0.1565
2022-06-07, 249.4, -1.8141, -0.0073
2022-06-08, 273.2, 31.1147, 0.0752
2022-06-09, 317.8, 55.3839, 0.1339
2022-06-10, 352.5, 57.3494, 0.1387
2022-06-11, 383.6, 78.5767, 0.19
2022-06-12, 391.9, 76.0562, 0.1839
2022-06-13, 398.2, 77.9724, 0.1885
2022-06-14, 491.5, 247.231, 0.5978
2022-06-15, 518.2, 234.0698, 0.566
2022-06-16, 518, 202.8926, 0.4906
2022-06-17, 477.1, 108.9934, 0.2636
2022-06-18, 491.8, 96.0941, 0.2324
2022-06-19, 495.9, 88.0605, 0.2129
2022-06-20, 497, 84.0382, 0.2032
2022-06-21, 519.3, 11.1705, 0.027
2022-06-22, 556.5, 16.2596, 0.0393
2022-06-23, 594.6, 52.8983, 0.1279
2022-06-24, 671.6, 190.2348, 0.46
2022-06-25, 683.3, 187.5786, 0.4536
2022-06-26, 688.1, 183.8591, 0.4446
2022-06-27, 689.9, 175.7881, 0.4251
2022-06-28, 703.5, 177.1445, 0.4283
2022-06-29, 719.7, 157.4394, 0.3807
2022-06-30, 733.6, 135.5417, 0.3277
2022-07-01, 744.2, 64.3535, 0.1556
2022-07-02, 753.4, 63.5738, 0.1537
2022-07-03, 749.5, 58.9905, 0.1426
2022-07-04, 748.1, 58.7634, 0.1421
2022-07-05, 752.7, 51.7834, 0.1252
2022-07-06, 750.9, 32.5324, 0.0787
2022-07-07, 753.8, 21.9938, 0.0532
2022-07-08, 754.6, 16.7774, 0.0406
2022-07-09, 755.4, 3.7447, 0.0091
2022-07-10, 754.9, 7.8919, 0.0191
2022-07-11, 755.8, 10.6719, 0.0258
2022-07-12, 768.3, 14.6906, 0.0355
2022-07-13, 778, 12.9618, 0.0313
2022-07-14, 787.8, 29.7812, 0.072
2022-07-15, 795.1, 19.752, 0.0478
2022-07-16, 810.8, 52.3432, 0.1266
2022-07-17, 812.9, 52.1426, 0.1261
2022-07-18, 811.5, 47.1364, 0.114
2022-07-19, 815.5, 41.8335, 0.1012
2022-07-20, 813.8, 48.2201, 0.1166
2022-07-21, 797.6, 19.907, 0.0481
2022-07-22, 781.6, 10.0604, 0.0243
2022-07-23, 758.6, -42.922, -0.1724
2022-07-24, 754.9, -44.9463, -0.1806
2022-07-25, 753.5, -43.6788, -0.1755
2022-07-26, 736.5, -65.4564, -0.2629
2022-07-27, 706.1, -88.0268, -0.3536
2022-07-28, 674.9, -109.8308, -0.4412
2022-07-29, 641, -122.1438, -0.4907
2022-07-30, 608.2, -131.4906, -0.5282
2022-07-31, 600.3, -128.1363, -0.5147
2022-08-01, 595.6, -125.8453, -0.5055
2022-08-02, 552.2, -162.4552, -0.6526
2022-08-03, 511.7, -173.8779, -0.6985
2022-08-04, 478.9, -178.8769, -0.7186
2022-08-05, 455.9, -174.6228, -0.7015
2022-08-06, 439.7, -160.7588, -0.6458
2022-08-07, 437, -153.005, -0.6146
2022-08-08, 436, -149.4477, -0.6004
2022-08-09, 414.5, -134.47, -0.5402
2022-08-10, 394.2, -110.9913, -0.4459
2022-08-11, 378.7, -96.7129, -0.3885
2022-08-12, 368.1, -86.2284, -0.3464
2022-08-13, 361.9, -74.8933, -0.3009
2022-08-14, 359.2, -72.3487, -0.2906
2022-08-15, 358.4, -71.4201, -0.2869
2022-08-16, 344.3, -67.8459, -0.2725
2022-08-17, 339, -54.9779, -0.2209
2022-08-18, 334.7, -40.3041, -0.1619
2022-08-19, 329.3, -33.4058, -0.1342
2022-08-20, 319.8, -39.2505, -0.1577
2022-08-21, 318.1, -36.4417, -0.1464
2022-08-22, 316.3, -35.5863, -0.143
2022-08-23, 311.6, -25.0669, -0.1007
2022-08-24, 298.3, -36.4417, -0.1464
2022-08-25, 288.4, -42.8138, -0.172
2022-08-26, 280, -48.8184, -0.1961
2022-08-27, 276.1, -42.6156, -0.1712
2022-08-28, 274.2, -40.9565, -0.1645
2022-08-29, 273.9, -39.3827, -0.1582
2022-08-30, 268.7, -41.1463, -0.1653
2022-08-31, 263.2, -31.6193, -0.127
2022-09-01, 254.5, -34.0173, -0.1367
2022-09-02, 247.9, -29.2129, -0.1174
2022-09-03, 243.5, -29.6995, -0.1193
2022-09-04, 243.3, -27.8049, -0.1117
2022-09-05, 242.4, -27.561, -0.1107
2022-09-06, 238.5, -28.2194, -0.1134
2022-09-07, 236.6, -26.4101, -0.1061
2022-09-08, 239.6, -14.2124, -0.0571
2022-09-09, 243.5, -4.9113, -0.0197
2022-09-10, 245.4, 0.0481, 0.0001
2022-09-11, 245, 0.191, 0.0005
2022-09-12, 245.2, 1.0404, 0.0025
2022-09-13, 250.3, 10.8533, 0.0262
2022-09-14, 257.1, 18.9639, 0.0459
2022-09-15, 261.3, 21.2802, 0.0515
2022-09-16, 268.1, 20.3683, 0.0493
2022-09-17, 273.7, 26.8822, 0.065
2022-09-18, 274.3, 27.3231, 0.0661
2022-09-19, 275, 27.0588, 0.0654
2022-09-20, 284.3, 29.0796, 0.0703
2022-09-21, 292.4, 28.3635, 0.0686
2022-09-22, 305.5, 36.9991, 0.0895
2022-09-23, 317.7, 45.1265, 0.1091
2022-09-24, 333.5, 51.6993, 0.125
2022-09-25, 340.2, 51.0914, 0.1235
2022-09-26, 344.2, 50.4811, 0.1221
2022-09-27, 375.8, 76.1283, 0.1841
2022-09-28, 426.1, 115.3103, 0.2788
2022-09-29, 472.5, 128.7466, 0.3113
2022-09-30, 507.3, 171.2733, 0.4142
2022-10-01, 538.6, 188.0771, 0.4548
2022-10-02, 547.4, 181.4935, 0.4389
2022-10-03, 551.3, 177.4869, 0.4292
2022-10-04, 471.2, 39.0367, 0.0944
2022-10-05, 503.7, 34.4017, 0.0832
2022-10-06, 573.3, 52.5222, 0.127
2022-10-07, 650.5, 111.5091, 0.2696
2022-10-08, 700.2, 138.723, 0.3354
2022-10-09, 707.1, 130.3925, 0.3153
2022-10-10, 713.7, 127.0515, 0.3072
2022-10-11, 869.9, 413.5523, 1
2022-10-12, 889.5, 385.8338, 0.933
2022-10-13, 858.4, 331.4555, 0.8015
2022-10-14, 814.4, 182.6192, 0.4416
2022-10-15, 784.9, 96.1302, 0.2324
2022-10-16, 779.4, 89.4829, 0.2164
2022-10-17, 774.9, 82.7575, 0.2001
2022-10-18, 753.3, -100.0347, -0.4019
2022-10-19, 735.1, -129.3605, -0.5197
2022-10-20, 713.4, -132.5851, -0.5326
2022-10-21, 687.4, -115.6203, -0.4645
2022-10-22, 662.5, -106.7961, -0.429
2022-10-23, 656.5, -101.4511, -0.4075
2022-10-24, 653.3, -96.8558, -0.3891
2022-10-25, 612.1, -117.2253, -0.4709
2022-10-26, 567.7, -142.4833, -0.5724
2022-10-27, 523.8, -167.8169, -0.6741
2022-10-28, 489.7, -180.4327, -0.7248
2022-10-29, 460.3, -188.6142, -0.7577
2022-10-30, 452.6, -182.7502, -0.7341
2022-10-31, 449.2, -179.8128, -0.7223
2022-11-01, 388.2, -218.5539, -0.878
2022-11-02, 324.2, -248.9334, -1
2022-11-03, 317.6, -203.8081, -0.8187
2022-11-04, 308.8, -173.9801, -0.6989
2022-11-05, 298.9, -154.7615, -0.6217
2022-11-06, 296.2, -147.2564, -0.5915
2022-11-07, 292.6, -144.0139, -0.5785
2022-11-08, 303.3, -68.7878, -0.2763
2022-11-09, 312.5, 15.045, 0.0364
2022-11-10, 279.6, -27.2979, -0.1097
2022-11-11, 258.2, -46.6114, -0.1872
2022-11-12, 245.8, -49.6053, -0.1993
2022-11-13, 243.1, -46.9886, -0.1888
2022-11-14, 242.7, -43.483, -0.1747
2022-11-15, 228.8, -70.8674, -0.2847
2022-11-16, 219.5, -90.772, -0.3646
2022-11-17, 211.7, -63.1749, -0.2538
2022-11-18, 206.8, -49.1451, -0.1974
2022-11-19, 205, -40.0386, -0.1608
2022-11-20, 204.9, -37.416, -0.1503
2022-11-21, 203.8, -37.0556, -0.1489
2022-11-22, 200.9, -28.8129, -0.1157
2022-11-23, 200.9, -25.5223, -0.1025
2022-11-24, 202.6, -12.289, -0.0494
2022-11-25, 203.8, -3.5081, -0.0141
2022-11-26, 204.3, -2.4941, -0.01
2022-11-27, 204.8, -2.3739, -0.0095
2022-11-28, 204.9, -1.3347, -0.0054
2022-11-29, 208.4, 7.3813, 0.0178
2022-11-30, 213.9, 18.8017, 0.0455
2022-12-01, 217.5, 15.0257, 0.0363
2022-12-02, 219.7, 14.1415, 0.0342
2022-12-03, 221.5, 17.4922, 0.0423
2022-12-04, 221.7, 16.9744, 0.041
2022-12-05, 222, 16.7978, 0.0406
2022-12-06, 222.2, 13.5925, 0.0329
2022-12-07, 226.2, 11.0672, 0.0268
2022-12-08, 229.7, 12.295, 0.0297
2022-12-09, 234, 14.8756, 0.036
2022-12-10, 237.1, 16.2319, 0.0393
2022-12-11, 239.3, 16.0265, 0.0388
2022-12-12, 239.7, 15.6697, 0.0379
2022-12-13, 247.4, 23.8535, 0.0577
2022-12-14, 251, 23.427, 0.0566
2022-12-15, 259.6, 25.4382, 0.0615
2022-12-16, 265.1, 27.9683, 0.0676
2022-12-17, 267.5, 28.3828, 0.0686
2022-12-18, 267.2, 26.1518, 0.0632
2022-12-19, 267.8, 25.8022, 0.0624
2022-12-20, 270.5, 18.6407, 0.0451
2022-12-21, 272.5, 19.5778, 0.0473
2022-12-22, 272.6, 14.6677, 0.0355
2022-12-23, 275.3, 10.6539, 0.0258
2022-12-24, 278.1, 8.9059, 0.0215
2022-12-25, 277.7, 9.1858, 0.0222
2022-12-26, 277.2, 8.62, 0.0208
2022-12-27, 224.9, -58.8547, -0.2364
2022-12-28, 220.4, -50.9881, -0.2048
2022-12-29, 214.1, -59.5996, -0.2394
2022-12-30, 201.9, -72.7308, -0.2922
2022-12-31, 187.9, -87.2291, -0.3504
2023-01-01, 184.3, -86.4434, -0.3473
2023-01-02, 182.1, -85.6817, -0.3442
2023-01-03, 218.5, 13.8604, 0.0335
2023-01-04, 202.4, -10.7488, -0.0432
2023-01-05, 184.2, -20.128, -0.0809
2023-01-06, 172.3, -22.7999, -0.0916
2023-01-07, 159.7, -22.3266, -0.0897
2023-01-08, 157.6, -18.9699, -0.0762
2023-01-09, 156.6, -17.1198, -0.0688
2023-01-10, 145.4, -65.0911, -0.2615
2023-01-11, 131.7, -66.1544, -0.2658
2023-01-12, 121.7, -58.8175, -0.2363
2023-01-13, 111.8, -56.1865, -0.2257
2023-01-14, 108.4, -46.9094, -0.1884
2023-01-15, 107.5, -44.9343, -0.1805
2023-01-16, 107, -43.978, -0.1767
2023-01-17, 94.6, -48.7223, -0.1957
2023-01-18, 85.7, -42.7826, -0.1719
2023-01-19, 79.5, -40.9048, -0.1643
2023-01-20, 77, -34.1386, -0.1371
2023-01-21, 75.8, -32.3798, -0.1301
2023-01-22, 75.5, -31.4355, -0.1263
2023-01-23, 75.5, -30.9633, -0.1244
2023-01-24, 75.1, -19.5622, -0.0786
2023-01-25, 77.7, -8.8686, -0.0356
2023-01-26, 80.9, -0.4914, -0.002
2023-01-27, 84.5, 5.8616, 0.0142
2023-01-28, 87.4, 9.7949, 0.0237
2023-01-29, 87.7, 10.0676, 0.0243
2023-01-30, 88.1, 10.0929, 0.0244
2023-01-31, 91.9, 14.4154, 0.0349
2023-02-01, 96.5, 17.1126, 0.0414
2023-02-02, 99.1, 17.7649, 0.043
2023-02-03, 99.7, 14.5957, 0.0353
2023-02-04, 101.2, 13.2189, 0.032
2023-02-05, 101.3, 12.9305, 0.0313
2023-02-06, 101.2, 12.5677, 0.0304
2023-02-07, 101.9, 9.0897, 0.022
2023-02-08, 101.2, 2.6743, 0.0065
2023-02-09, 101.4, 1.0945, 0.0026
2023-02-10, 102.2, 1.8874, 0.0046
2023-02-11, 103.4, 1.9967, 0.0048
2023-02-12, 103.7, 1.9042, 0.0046
2023-02-13, 104, 2.0351, 0.0049
2023-02-14, 106.9, 3.9009, 0.0094
2023-02-15, 109.1, 5.9877, 0.0145
2023-02-16, 112.2, 9.6387, 0.0233
2023-02-17, 115.7, 10.5554, 0.0255
2023-02-18, 116.8, 11.8937, 0.0288
2023-02-19, 117.2, 11.6426, 0.0282
2023-02-20, 117.5, 11.3807, 0.0275
2023-02-21, 114.7, 1.2062, 0.0029
2023-02-22, 116.7, 4.9041, 0.0119
2023-02-23, 121.8, 6.4022, 0.0155
2023-02-24, 128.4, 9.0693, 0.0219
2023-02-25, 134.5, 13.9709, 0.0338
2023-02-26, 136.1, 13.5264, 0.0327
2023-02-27, 136.3, 13.2273, 0.032
2023-02-28, 145.6, 36.0044, 0.0871
2023-03-01, 146.8, 31.9581, 0.0773
2023-03-02, 139.5, 21.8064, 0.0527
2023-03-03, 123.7, 4.2685, 0.0103
2023-03-04, 109.2, -17.3865, -0.0698
2023-03-05, 105.4, -18.8389, -0.0757
2023-03-06, 103.7, -18.9975, -0.0763
2023-03-07, 83.5, -54.4469, -0.2187
2023-03-08, 66.3, -72.4208, -0.2909
2023-03-09, 55.7, -78.7858, -0.3165
2023-03-10, 53.6, -68.6064, -0.2756
2023-03-11, 52.5, -55.5762, -0.2233
2023-03-12, 52.6, -51.9468, -0.2087
2023-03-13, 52.6, -50.2744, -0.202
2023-03-14, 52.6, -29.8677, -0.12
2023-03-15, 51.6, -13.2909, -0.0534
2023-03-16, 50.8, -4.9017, -0.0197
2023-03-17, 49.8, -3.2209, -0.0129
2023-03-18, 48.5, -3.7027, -0.0149
2023-03-19, 48.4, -3.7675, -0.0151
2023-03-20, 48.4, -3.7231, -0.015
2023-03-21, 47.1, -4.9161, -0.0197
2023-03-22, 44.7, -7.0041, -0.0281
2023-03-23, 43, -6.9885, -0.0281
2023-03-24, 41.4, -8.0229, -0.0322
2023-03-25, 39.9, -8.2211, -0.033
2023-03-26, 39.4, -8.1538, -0.0328
2023-03-27, 39.2, -8.1742, -0.0328
2023-03-28, 36.4, -9.6483, -0.0388
2023-03-29, 33.6, -9.5102, -0.0382
2023-03-30, 31.1, -10.7716, -0.0433
2023-03-31, 29.2, -11.1897, -0.045
2023-04-01, 27.5, -11.4132, -0.0458
2023-04-02, 27.4, -10.8389, -0.0435
2023-04-03, 27.2, -10.6611, -0.0428
2023-04-04, 25.1, -10.7668, -0.0433
2023-04-05, 23.7, -9.6471, -0.0388
2023-04-06, 22.4, -8.6548, -0.0348
2023-04-07, 21.1, -8.0589, -0.0324
2023-04-08, 17.9, -9.9823, -0.0401
2023-04-09, 17.7, -9.8478, -0.0396
2023-04-10, 17.6, -9.6555, -0.0388
2023-04-11, 12.4, -13.4856, -0.0542
2023-04-12, 13.6, -10.1673, -0.0408
2023-04-13, 13.4, -8.7245, -0.035
2023-04-14, 13.7, -7.1891, -0.0289
2023-04-15, 15.8, -1.5966, -0.0064
2023-04-16, 15.7, -1.3612, -0.0055
2023-04-17, 15.7, -1.2627, -0.0051
2023-04-18, 19.1, 7.6985, 0.0186
2023-04-19, 16.5, 3.3098, 0.008
2023-04-20, 15.6, 2.1481, 0.0052
2023-04-21, 14.6, 0.9599, 0.0023
2023-04-22, 13.9, -1.6795, -0.0067
2023-04-23, 13.8, -1.6687, -0.0067
2023-04-24, 13.8, -1.6039, -0.0064
2023-04-25, 13.1, -5.8039, -0.0233
2023-04-26, 12.4, -3.7411, -0.015
2023-04-27, 12, -3.3747, -0.0136
2023-04-28, 11.5, -2.6935, -0.0108
2023-04-29, 11.1, -2.4785, -0.01
2023-04-30, 11.1, -2.392, -0.0096
